[INFO] program started, time: 2021-04-21 20:29:21
[DEBUG] placed coal ore in x:11 y:11, time:2021-04-21 20:29:22
[DEBUG] placed coal ore in x:2 y:18, time:2021-04-21 20:29:22
[DEBUG] placed iron ore in x:17 y:14, time:2021-04-21 20:29:22
[DEBUG] placed copper ore in x:10 y:4, time:2021-04-21 20:29:22
[DEBUG] placed tin ore in x:20 y:15, time:2021-04-21 20:29:22
[DEBUG] placed zinc ore in x:18 y:6, time:2021-04-21 20:29:22
[DEBUG] placed coal ore in x:13 y:17, time:2021-04-21 20:29:22
[DEBUG] placed coal ore in x:11 y:2, time:2021-04-21 20:29:22
[DEBUG] placed iron ore in x:1 y:8, time:2021-04-21 20:29:22
[DEBUG] placed copper ore in x:17 y:17, time:2021-04-21 20:29:22
[DEBUG] placed tin ore in x:17 y:12, time:2021-04-21 20:29:22
[DEBUG] placed zinc ore in x:1 y:8, time:2021-04-21 20:29:22
