[INFO] program started, time: 2021-04-21 20:49:46
[DEBUG] placed coal ore in x:15 y:10, time:2021-04-21 20:49:46
[DEBUG] placed coal ore in x:0 y:8, time:2021-04-21 20:49:46
[DEBUG] placed iron ore in x:3 y:8, time:2021-04-21 20:49:46
[DEBUG] placed copper ore in x:4 y:3, time:2021-04-21 20:49:46
[DEBUG] placed tin ore in x:20 y:13, time:2021-04-21 20:49:46
[DEBUG] placed zinc ore in x:0 y:9, time:2021-04-21 20:49:46
[DEBUG] placed coal ore in x:15 y:5, time:2021-04-21 20:49:46
[DEBUG] placed coal ore in x:15 y:11, time:2021-04-21 20:49:46
[DEBUG] placed iron ore in x:8 y:9, time:2021-04-21 20:49:46
[DEBUG] placed copper ore in x:4 y:3, time:2021-04-21 20:49:46
[DEBUG] placed tin ore in x:10 y:15, time:2021-04-21 20:49:46
[DEBUG] placed zinc ore in x:17 y:17, time:2021-04-21 20:49:46
