[INFO] program started, time: 2021-04-21 20:31:52
[DEBUG] placed coal ore in x:13 y:12, time:2021-04-21 20:31:52
[DEBUG] placed coal ore in x:17 y:4, time:2021-04-21 20:31:52
[DEBUG] placed iron ore in x:3 y:0, time:2021-04-21 20:31:52
[DEBUG] placed copper ore in x:6 y:0, time:2021-04-21 20:31:52
[DEBUG] placed tin ore in x:12 y:15, time:2021-04-21 20:31:52
[DEBUG] placed zinc ore in x:6 y:3, time:2021-04-21 20:31:52
[DEBUG] placed coal ore in x:5 y:17, time:2021-04-21 20:31:52
[DEBUG] placed coal ore in x:2 y:14, time:2021-04-21 20:31:52
[DEBUG] placed iron ore in x:15 y:4, time:2021-04-21 20:31:52
[DEBUG] placed copper ore in x:6 y:2, time:2021-04-21 20:31:52
[DEBUG] placed tin ore in x:17 y:16, time:2021-04-21 20:31:52
[DEBUG] placed zinc ore in x:14 y:12, time:2021-04-21 20:31:52
