[INFO] program started, time: 2021-04-21 20:33:35
[DEBUG] placed coal ore in x:18 y:18, time:2021-04-21 20:33:36
[DEBUG] placed coal ore in x:9 y:4, time:2021-04-21 20:33:36
[DEBUG] placed iron ore in x:9 y:1, time:2021-04-21 20:33:36
[DEBUG] placed copper ore in x:19 y:17, time:2021-04-21 20:33:36
[DEBUG] placed tin ore in x:2 y:0, time:2021-04-21 20:33:36
[DEBUG] placed zinc ore in x:5 y:0, time:2021-04-21 20:33:36
[DEBUG] placed coal ore in x:6 y:13, time:2021-04-21 20:33:36
[DEBUG] placed coal ore in x:7 y:1, time:2021-04-21 20:33:36
[DEBUG] placed iron ore in x:11 y:11, time:2021-04-21 20:33:36
[DEBUG] placed copper ore in x:14 y:20, time:2021-04-21 20:33:36
[DEBUG] placed tin ore in x:16 y:15, time:2021-04-21 20:33:36
[DEBUG] placed zinc ore in x:13 y:12, time:2021-04-21 20:33:36
